Index Name,Date,Open,High,Low,Close,Date ,Open ,High ,Low ,Close ,Prev. Close ,Change ,% Change 
NIFTY BANK,29-Aug-23,44655.75,44673,44429.8,44495.25,29-Aug-23,12.3975,12.4625,10.6475,12.225,12.3975,-0.17,-1.39
NIFTY BANK,30-Aug-23,44706.55,44779.65,44149.8,44232.6,30-Aug-23,12.225,12.2425,11.4625,11.8,12.225,-0.42,-3.48
NIFTY BANK,31-Aug-23,44265.85,44399.65,43895.05,43989.15,31-Aug-23,11.8,12.28,11.76,12.0625,11.8,0.26,2.22
NIFTY BANK,01-Sep-23,43996.1,44568.55,43830.75,44436.1,01-Sep-23,12.0625,12.18,10.4075,11.365,12.0625,-0.7,-5.78
NIFTY BANK,04-Sep-23,44647.65,44656.05,44310.95,44578.3,04-Sep-23,11.365,11.5425,10.86,10.9625,11.365,-0.4,-3.54
NIFTY BANK,05-Sep-23,44625.05,44668.7,44401.7,44532.15,05-Sep-23,10.9625,11.085,9.365,10.815,10.9625,-0.15,-1.35
NIFTY BANK,06-Sep-23,44494.65,44577,44207.25,44409.1,06-Sep-23,10.815,10.975,9.805,10.6775,10.815,-0.14,-1.27
NIFTY BANK,07-Sep-23,44418.05,44915.55,44341.2,44878.35,07-Sep-23,10.6775,11.025,9.8,10.8725,10.6775,0.2,1.83
NIFTY BANK,08-Sep-23,44953.65,45383.35,44812.15,45156.4,08-Sep-23,10.8725,10.97,10.0775,10.78,10.8725,-0.09,-0.85
NIFTY BANK,11-Sep-23,45340.8,45636.2,45231.3,45570.7,11-Sep-23,10.78,11.5,10.3375,11.3475,10.78,0.57,5.26
NIFTY BANK,12-Sep-23,45893.8,45893.8,45322.55,45511.35,12-Sep-23,11.3475,12.0225,10.7125,11.69,11.3475,0.34,3.02
NIFTY BANK,13-Sep-23,45449.35,45990.5,45299.4,45909.45,13-Sep-23,11.69,12.0475,11.535,11.8275,11.69,0.14,1.18
NIFTY BANK,14-Sep-23,46013.3,46153.9,45801.5,46000.85,14-Sep-23,11.8275,12.0425,11.21,11.3175,11.8275,-0.51,-4.31
NIFTY BANK,15-Sep-23,46122.15,46310.4,46028.75,46231.5,15-Sep-23,11.3175,11.32,10.0725,10.9025,11.3175,-0.42,-3.67
NIFTY BANK,18-Sep-23,46100.95,46252.95,45906.9,45979.85,18-Sep-23,10.9025,11.4075,10.45,10.835,10.9025,-0.07,-0.62
NIFTY BANK,20-Sep-23,45493.7,45745.15,45276.4,45384.6,20-Sep-23,10.835,11.47,10.835,11.1275,10.835,0.29,2.7
NIFTY BANK,21-Sep-23,45179.6,45276.8,44592.45,44623.85,21-Sep-23,11.1275,11.39,10.62,10.8175,11.1275,-0.31,-2.79
NIFTY BANK,22-Sep-23,44707.35,44996.75,44548.9,44612.05,22-Sep-23,10.8175,11.0725,10.3925,10.66,10.8175,-0.16,-1.46
NIFTY BANK,25-Sep-23,44615,44936.55,44400.9,44766.1,25-Sep-23,10.66,11.305,10.2725,10.9,10.66,0.24,2.25
NIFTY BANK,26-Sep-23,44722.5,44773.8,44532.45,44624.2,26-Sep-23,10.9,11.29,9.2475,11.185,10.9,0.29,2.61
NIFTY BANK,27-Sep-23,44465.9,44668,44182.5,44588.3,27-Sep-23,11.185,11.8225,9.39,11.585,11.185,0.4,3.58
NIFTY BANK,28-Sep-23,44700.35,44756.8,44248.2,44300.95,28-Sep-23,11.585,13.0225,9.3975,12.8225,11.585,1.24,10.68
NIFTY BANK,29-Sep-23,44445.35,44755.05,44344.9,44584.55,29-Sep-23,12.8225,12.8225,11.3075,11.4525,12.8225,-1.37,-10.68
NIFTY BANK,03-Oct-23,44561.5,44566.3,44243.1,44399.05,03-Oct-23,11.4525,12.4075,10.775,11.7875,11.4525,0.33,2.93
NIFTY BANK,04-Oct-23,44108.15,44161.35,43857.5,43964.05,04-Oct-23,11.7875,12.22,11.115,11.655,11.7875,-0.13,-1.12
NIFTY BANK,05-Oct-23,44181.35,44391.85,44108.3,44213.35,05-Oct-23,11.655,11.655,10.8425,10.94,11.655,-0.71,-6.13
NIFTY BANK,06-Oct-23,44395.4,44500.7,44242.95,44360.6,06-Oct-23,10.94,10.94,9.73,10.3,10.94,-0.64,-5.85
NIFTY BANK,09-Oct-23,44057.8,44113.2,43796.75,43886.5,09-Oct-23,10.3,11.6325,10.12,11.4,10.3,1.1,10.68
NIFTY BANK,10-Oct-23,44027.55,44487.25,44004.55,44360.15,10-Oct-23,11.4,11.4,10.855,11.27,11.4,-0.13,-1.14
NIFTY BANK,11-Oct-23,44554.9,44710.55,44411.4,44516.9,11-Oct-23,11.27,11.3225,10.39,10.985,11.27,-0.29,-2.53
NIFTY BANK,12-Oct-23,44571.55,44693.05,44530.05,44599.2,12-Oct-23,10.985,11.1175,10.565,10.6175,10.985,-0.37,-3.35
NIFTY BANK,13-Oct-23,44322.05,44563.05,44203.7,44287.95,13-Oct-23,10.6175,11.025,10.4025,10.6175,10.6175,0,0
NIFTY BANK,16-Oct-23,44204.75,44356.95,44044.4,44225.9,16-Oct-23,10.6175,11.1525,9.1525,11.07,10.6175,0.45,4.26
NIFTY BANK,17-Oct-23,44589.8,44589.85,44336.95,44409.5,17-Oct-23,11.07,11.07,10.4275,10.695,11.07,-0.38,-3.39
NIFTY BANK,18-Oct-23,44404.2,44412.5,43861.45,43888.7,18-Oct-23,10.695,11.17,10.485,10.965,10.695,0.27,2.52
NIFTY BANK,19-Oct-23,43616.75,44058.8,43558.1,43754.5,19-Oct-23,10.965,11.2125,10.0475,10.8975,10.965,-0.07,-0.62
NIFTY BANK,20-Oct-23,43584.25,43877.5,43567.45,43723.05,20-Oct-23,10.8975,11.09,10.075,10.8175,10.8975,-0.08,-0.73
NIFTY BANK,23-Oct-23,43822.7,43831.3,43029.45,43151.2,23-Oct-23,10.8175,11.3575,8.825,10.905,10.8175,0.09,0.81
NIFTY BANK,25-Oct-23,43308.3,43397.45,42758.4,42832,25-Oct-23,10.905,12.1775,9.965,11.3125,10.905,0.41,3.74
NIFTY BANK,26-Oct-23,42708.4,42716.2,42105.4,42280.15,26-Oct-23,11.3125,12.7,11.3125,11.73,11.3125,0.42,3.69
NIFTY BANK,27-Oct-23,42555.6,42840.15,42482.75,42782,27-Oct-23,11.73,12.305,10.6725,10.905,11.73,-0.83,-7.03
NIFTY BANK,30-Oct-23,42721.4,43112.5,42390.5,43039.15,30-Oct-23,10.905,12.1925,10.905,11.49,10.905,0.59,5.36
NIFTY BANK,31-Oct-23,43356.85,43356.85,42797.15,42845.95,31-Oct-23,11.49,12.285,11.2625,11.825,11.49,0.33,2.92
NIFTY BANK,01-Nov-23,42694.25,42815.15,42589.65,42700.95,01-Nov-23,11.825,12.195,11.825,12.0475,11.825,0.22,1.88
NIFTY BANK,02-Nov-23,43018.7,43271.5,42796.45,43017.2,02-Nov-23,12.0475,12.0475,10.9475,11.075,12.0475,-0.97,-8.07
NIFTY BANK,03-Nov-23,43318.3,43416.1,43221,43318.25,03-Nov-23,11.075,11.075,10.635,10.8825,11.075,-0.19,-1.74
NIFTY BANK,06-Nov-23,43627.75,43648.7,43415.2,43619.4,06-Nov-23,10.8825,11.28,10.38,11.105,10.8825,0.22,2.04
NIFTY BANK,07-Nov-23,43598.85,43799.35,43283.85,43737.9,07-Nov-23,11.105,12.1775,11,11.1925,11.105,0.09,0.79
NIFTY BANK,08-Nov-23,43791.8,43797.55,43547.75,43658.65,08-Nov-23,11.1925,11.3325,10.63,11.0375,11.1925,-0.16,-1.38
NIFTY BANK,09-Nov-23,43626.1,43876.75,43542.65,43683.6,09-Nov-23,11.0375,11.2525,10.37,10.9825,11.0375,-0.05,-0.5
NIFTY BANK,10-Nov-23,43543.25,43908.7,43504.95,43820.1,10-Nov-23,10.9825,11.3575,9.86,11.1075,10.9825,0.13,1.14
NIFTY BANK,12-Nov-23,44054.5,44056,43916.6,43996.65,12-Nov-23,11.1075,11.54,9.7525,11.3475,11.1075,0.24,2.16
NIFTY BANK,13-Nov-23,43915.1,43970.75,43681.4,43891.25,13-Nov-23,11.3475,11.6325,10.5025,11.1875,11.3475,-0.16,-1.41
NIFTY BANK,15-Nov-23,44398.45,44408.55,44164.55,44201.7,15-Nov-23,11.1875,11.4175,8.395,11.135,11.1875,-0.05,-0.47
NIFTY BANK,16-Nov-23,44251.7,44420.95,44064.15,44161.55,16-Nov-23,11.135,11.8075,10.6175,11.6475,11.135,0.51,4.6
NIFTY BANK,17-Nov-23,43656.25,43872.85,43513.85,43583.95,17-Nov-23,11.6475,12.09,10.19,11.8275,11.6475,0.18,1.55
NIFTY BANK,20-Nov-23,43591.5,43724,43450.05,43584.95,20-Nov-23,11.8275,12.67,11.2,12.1475,11.8275,0.32,2.71
NIFTY BANK,21-Nov-23,43790.95,43790.95,43586.45,43689.15,21-Nov-23,12.1475,12.435,10.755,12.2325,12.1475,0.08,0.7
NIFTY BANK,22-Nov-23,43663.6,43692.5,43230.95,43449.6,22-Nov-23,12.2325,12.7075,11.0225,11.865,12.2325,-0.37,-3
NIFTY BANK,23-Nov-23,43452.75,43649.65,43451.35,43577.5,23-Nov-23,11.865,12.14,10.975,11.315,11.865,-0.55,-4.64
NIFTY BANK,24-Nov-23,43607.35,43806.5,43566.15,43769.1,24-Nov-23,11.315,11.465,8.6775,11.33,11.315,0.02,0.13
NIFTY BANK,28-Nov-23,43851.55,43960.3,43739.8,43880.95,28-Nov-23,11.33,12.4925,11.065,12.175,11.33,0.85,7.46
NIFTY BANK,29-Nov-23,44081.75,44630.35,44003.45,44566.45,29-Nov-23,12.175,14.46,11.3325,12.7075,12.175,0.53,4.37
NIFTY BANK,30-Nov-23,44711.2,44764.8,44254.6,44481.75,30-Nov-23,12.7075,13.3525,11.7625,12.69,12.7075,-0.02,-0.14
NIFTY BANK,01-Dec-23,44580.15,44951.1,44531.75,44814.2,01-Dec-23,12.69,12.755,11.7775,12.3825,12.69,-0.31,-2.42
NIFTY BANK,04-Dec-23,45671.5,46484.45,45484.2,46431.4,04-Dec-23,12.3825,13.16,11.34,12.9925,12.3825,0.61,4.93
NIFTY BANK,05-Dec-23,46895.9,47230.55,46653.65,47012.25,05-Dec-23,12.9925,13.8825,11.475,13.4575,12.9925,0.46,3.58
NIFTY BANK,06-Dec-23,47256.75,47259.85,46750.2,46834.55,06-Dec-23,13.4575,14.0875,12.6875,13.74,13.4575,0.28,2.1
NIFTY BANK,07-Dec-23,46735.4,46927.7,46507.15,46841.4,07-Dec-23,13.74,13.74,12.545,12.6725,13.74,-1.07,-7.77
NIFTY BANK,08-Dec-23,46797.2,47303.65,46793.9,47262,08-Dec-23,12.6725,12.875,12.135,12.47,12.6725,-0.2,-1.6
NIFTY BANK,11-Dec-23,47233.3,47588,47186.6,47314.25,11-Dec-23,12.47,13.1225,12.2275,12.7575,12.47,0.29,2.31
NIFTY BANK,12-Dec-23,47421.7,47454,47004.05,47097.55,12-Dec-23,12.7575,12.8675,11.6925,12.7125,12.7575,-0.04,-0.35
NIFTY BANK,13-Dec-23,47190.75,47201.95,46886.9,47092.25,13-Dec-23,12.7125,12.8175,11.54,12.065,12.7125,-0.65,-5.09
NIFTY BANK,14-Dec-23,47567.65,47943.6,47510.85,47732.3,14-Dec-23,12.065,12.5125,11,12.32,12.065,0.26,2.11
NIFTY BANK,15-Dec-23,47939.9,48219.95,47632.85,48143.55,15-Dec-23,12.32,13.3425,10.8,13.1275,12.32,0.81,6.55
NIFTY BANK,18-Dec-23,48068.5,48076.6,47806.7,47867.7,18-Dec-23,13.1275,14.1175,13.125,13.9,13.1275,0.77,5.88
NIFTY BANK,19-Dec-23,47940.4,48017,47646.05,47870.9,19-Dec-23,13.9,14.12,13.5525,13.8675,13.9,-0.03,-0.23
NIFTY BANK,20-Dec-23,48085.35,48166.15,47202.65,47445.3,20-Dec-23,13.8675,14.87,12.7775,14.45,13.8675,0.58,4.2
NIFTY BANK,21-Dec-23,47172.45,47932.4,46919.7,47840.15,21-Dec-23,14.45,15.01,12.2825,13.7575,14.45,-0.69,-4.79
NIFTY BANK,22-Dec-23,47837.75,48071.4,47415.85,47491.85,22-Dec-23,13.7575,13.9875,12.225,13.7075,13.7575,-0.05,-0.36
NIFTY BANK,26-Dec-23,47576.4,47838.45,47411.65,47724.85,26-Dec-23,13.7075,14.95,13.7075,14.6775,13.7075,0.97,7.08
NIFTY BANK,27-Dec-23,47818.5,48347.65,47806.7,48282.2,27-Dec-23,14.6775,15.7325,14.47,15.5575,14.6775,0.88,6
NIFTY BANK,28-Dec-23,48479.05,48636.45,48343.15,48508.55,28-Dec-23,15.5575,16.47,14.9625,15.14,15.5575,-0.42,-2.68
NIFTY BANK,29-Dec-23,48374.85,48477.7,48091.85,48292.25,29-Dec-23,15.14,15.4275,14.3725,14.5025,15.14,-0.64,-4.21
NIFTY BANK,01-Jan-24,48203.45,48450,48044.15,48234.3,01-Jan-24,14.5025,14.8675,14.3275,14.68,14.5025,0.18,1.22
NIFTY BANK,02-Jan-24,48194.8,48223.55,47689.8,47761.65,02-Jan-24,14.68,15.08,14.2425,14.58,14.68,-0.1,-0.68
NIFTY BANK,03-Jan-24,47796.3,47798.75,47481.35,47704.95,03-Jan-24,14.58,14.78,14.0225,14.0975,14.58,-0.48,-3.31
NIFTY BANK,04-Jan-24,47805.4,48281.2,47738.15,48195.85,04-Jan-24,14.0975,14.2075,13.2125,13.33,14.0975,-0.77,-5.44
NIFTY BANK,05-Jan-24,48245.55,48381.95,47822.85,48159,05-Jan-24,13.33,13.4675,12.4875,12.63,13.33,-0.7,-5.25
NIFTY BANK,08-Jan-24,48096.65,48154.5,47387.35,47450.25,08-Jan-24,12.63,13.595,12.63,13.4625,12.63,0.83,6.59
NIFTY BANK,09-Jan-24,47705.4,47939.3,47156.05,47242.65,09-Jan-24,13.4625,13.505,12.775,13.2625,13.4625,-0.2,-1.49
NIFTY BANK,10-Jan-24,47073.85,47423.45,47010.8,47360.85,10-Jan-24,13.2625,14.5575,12.81,12.97,13.2625,-0.29,-2.21
NIFTY BANK,11-Jan-24,47538.6,47662.1,47237,47438.35,11-Jan-24,12.97,13.19,12.63,12.7675,12.97,-0.2,-1.56
NIFTY BANK,12-Jan-24,47572.7,47873.7,47408.5,47709.8,12-Jan-24,12.7675,13.285,12.42,13.1,12.7675,0.33,2.6
NIFTY BANK,15-Jan-24,47891.05,48248.05,47825.4,48158.3,15-Jan-24,13.1,13.885,11.7875,13.785,13.1,0.69,5.23
NIFTY BANK,16-Jan-24,48109.95,48305.4,48002.85,48125.1,16-Jan-24,13.785,14.0425,12.485,13.5725,13.785,-0.21,-1.54
NIFTY BANK,17-Jan-24,46573.95,47212.75,45979.6,46064.45,17-Jan-24,13.5725,15.23,12.715,15.08,13.5725,1.51,11.11
NIFTY BANK,18-Jan-24,45492.75,46184.05,45430.7,45713.55,18-Jan-24,15.08,15.705,12.98,14.07,15.08,-1.01,-6.7
NIFTY BANK,19-Jan-24,46103.5,46249.85,45558.05,45701.15,19-Jan-24,14.07,14.1125,13.6775,13.8775,14.07,-0.19,-1.37
NIFTY BANK,20-Jan-24,45989.25,46183.7,45640.9,46058.2,20-Jan-24,13.8775,14.2475,13.0975,13.8025,13.8775,-0.07,-0.54
NIFTY BANK,23-Jan-24,46495.45,46580.3,44886.1,45015.05,23-Jan-24,13.8025,15.405,12.195,14.8525,13.8025,1.05,7.61
NIFTY BANK,24-Jan-24,44489.4,45485.5,44489.4,45082.4,24-Jan-24,14.8525,15.6475,14.03,14.375,14.8525,-0.48,-3.21
NIFTY BANK,25-Jan-24,45057.95,45139.05,44429,44866.15,25-Jan-24,14.375,15.3375,13.36,13.865,14.375,-0.51,-3.55
NIFTY BANK,29-Jan-24,45171.5,45660.35,45110.9,45442.35,29-Jan-24,13.865,15.8475,13.795,15.68,13.865,1.81,13.09
NIFTY BANK,30-Jan-24,45481.5,45678.7,45206.05,45367.75,30-Jan-24,15.68,16.575,14.9875,16.1025,15.68,0.42,2.69
NIFTY BANK,31-Jan-24,45295.65,46179.75,45071.2,45996.8,31-Jan-24,16.1025,16.5325,15.8,16.0475,16.1025,-0.05,-0.34
NIFTY BANK,01-Feb-24,46164.9,46306.9,45668.35,46188.65,01-Feb-24,16.0475,16.1075,14.36,14.455,16.0475,-1.59,-9.92
NIFTY BANK,02-Feb-24,46568.2,46892.35,45901.25,45970.95,02-Feb-24,14.455,15.1325,14.025,14.6975,14.455,0.24,1.68
NIFTY BANK,05-Feb-24,45962.25,46048.6,45615.1,45825.55,05-Feb-24,14.6975,16.05,14.6975,15.6175,14.6975,0.92,6.26
NIFTY BANK,06-Feb-24,45891.2,45932.15,45527,45690.8,06-Feb-24,15.6175,15.9825,15.0875,15.785,15.6175,0.17,1.07
NIFTY BANK,07-Feb-24,45944.6,46062.85,45620.5,45818.5,07-Feb-24,15.785,16.0175,14.74,15.505,15.785,-0.28,-1.77
NIFTY BANK,08-Feb-24,45973.85,46181.2,44893.75,45012,08-Feb-24,15.505,16.0275,15.2425,15.8275,15.505,0.32,2.08
NIFTY BANK,09-Feb-24,44986.75,45718.15,44859.15,45634.55,09-Feb-24,15.8275,16.3325,15.265,15.4475,15.8275,-0.38,-2.4
NIFTY BANK,12-Feb-24,45664.3,45748.5,44633.85,44882.25,12-Feb-24,15.4475,16.535,15.4475,16.0625,15.4475,0.62,3.98
NIFTY BANK,13-Feb-24,45056.8,45750.4,44819.55,45502.4,13-Feb-24,16.0625,16.57,15.7525,15.8075,16.0625,-0.26,-1.59
NIFTY BANK,14-Feb-24,45014.65,46170.45,44860.75,45908.3,14-Feb-24,15.8075,16.1975,15.34,15.435,15.8075,-0.37,-2.36
NIFTY BANK,15-Feb-24,46027.1,46297.7,45590.2,46218.9,15-Feb-24,15.435,15.6625,15.1125,15.225,15.435,-0.21,-1.36
NIFTY BANK,16-Feb-24,46454.3,46693.4,46264.4,46384.85,16-Feb-24,15.225,15.5525,14.9025,15.2225,15.225,0,-0.02
NIFTY BANK,19-Feb-24,46554.9,46717.4,46317.7,46535.5,19-Feb-24,15.2225,16.1175,13.7,16.0175,15.2225,0.79,5.22
NIFTY BANK,20-Feb-24,46444.9,47136.75,46367.8,47094.2,20-Feb-24,16.0175,16.36,14.2125,16.0725,16.0175,0.06,0.34
NIFTY BANK,21-Feb-24,47363.4,47363.4,46886.95,47019.7,21-Feb-24,16.0725,16.31,15.68,15.9275,16.0725,-0.15,-0.9
NIFTY BANK,22-Feb-24,46934.55,47024.05,46426.85,46919.8,22-Feb-24,15.9275,16.15,15.1325,15.1975,15.9275,-0.73,-4.58
NIFTY BANK,23-Feb-24,47060.7,47245.35,46723.15,46811.75,23-Feb-24,15.1975,15.4425,14.84,14.9725,15.1975,-0.22,-1.48
NIFTY BANK,26-Feb-24,46615.85,46893.15,46513.55,46576.5,26-Feb-24,14.9725,15.96,13.7575,15.6,14.9725,0.63,4.19
NIFTY BANK,27-Feb-24,46480.2,46722.25,46324.9,46588.05,27-Feb-24,15.6,15.9975,15.53,15.7275,15.6,0.13,0.82
NIFTY BANK,28-Feb-24,46640.9,46754.55,45852.55,45963.15,28-Feb-24,15.7275,16.74,15.31,16.33,15.7275,0.6,3.83
NIFTY BANK,29-Feb-24,45881.45,46329.65,45661.75,46120.9,29-Feb-24,16.33,16.5525,15.37,15.5725,16.33,-0.76,-4.64
NIFTY BANK,01-Mar-24,46218,47342.25,46218,47286.9,01-Mar-24,15.5725,15.6425,15,15.235,15.5725,-0.34,-2.17
NIFTY BANK,02-Mar-24,47377.45,47433.85,47237,47297.5,02-Mar-24,15.235,15.415,13.53,14.9925,15.235,-0.24,-1.59
NIFTY BANK,04-Mar-24,47318.5,47529.6,47191.65,47456.1,04-Mar-24,14.9925,15.3025,14.8225,14.9225,14.9925,-0.07,-0.47
NIFTY BANK,05-Mar-24,47265.7,47737.85,47196.75,47581,05-Mar-24,14.9225,15.165,14.1775,14.38,14.9225,-0.54,-3.64
NIFTY BANK,06-Mar-24,47451.65,48161.25,47442.25,47965.4,06-Mar-24,14.38,14.71,13.905,14.295,14.38,-0.09,-0.59
NIFTY BANK,07-Mar-24,48035.8,48071.7,47747.2,47835.8,07-Mar-24,14.295,14.4325,13.56,13.6125,14.295,-0.68,-4.77
NIFTY BANK,11-Mar-24,47792.2,47853.8,47230.65,47327.85,11-Mar-24,13.6125,14.5525,13.6125,13.995,13.6125,0.38,2.81
NIFTY BANK,12-Mar-24,47351.35,47812.75,46884.45,47282.4,12-Mar-24,13.995,14.195,13.5775,13.6375,13.995,-0.36,-2.55
NIFTY BANK,13-Mar-24,47341.15,47468.7,46842.15,46981.3,13-Mar-24,13.6375,15.005,13.5325,14.4325,13.6375,0.79,5.83
NIFTY BANK,14-Mar-24,46825.75,47231.5,46565.55,46789.95,14-Mar-24,14.4325,14.6825,13.5225,13.6225,14.4325,-0.81,-5.61
NIFTY BANK,15-Mar-24,46572.1,46802.55,46310.5,46594.1,15-Mar-24,13.6225,14.3325,13.59,13.69,13.6225,0.07,0.5
NIFTY BANK,18-Mar-24,46458.75,46739.25,46022.15,46575.9,18-Mar-24,13.69,14.615,13.69,13.895,13.69,0.21,1.5
NIFTY BANK,19-Mar-24,46421.9,46602.35,46258.75,46384.8,19-Mar-24,13.895,14.445,13.875,14.1125,13.895,0.22,1.57
NIFTY BANK,20-Mar-24,46392.9,46655.55,45828.8,46310.9,20-Mar-24,14.1125,14.2825,13.085,13.4725,14.1125,-0.64,-4.53
NIFTY BANK,21-Mar-24,46674.85,46990.25,46570.15,46684.9,21-Mar-24,13.4725,13.4725,12.3425,12.5125,13.4725,-0.96,-7.13
NIFTY BANK,22-Mar-24,46634.9,46974.15,46566.8,46863.75,22-Mar-24,12.5125,13.0475,11.81,12.22,12.5125,-0.29,-2.34
NIFTY BANK,26-Mar-24,46552.95,46788.35,46529.05,46600.2,26-Mar-24,12.22,13.1025,12.085,12.82,12.22,0.6,4.91
NIFTY BANK,27-Mar-24,46643.45,46956.1,46643.45,46785.95,27-Mar-24,12.82,13.01,12.5325,12.7025,12.82,-0.12,-0.92
NIFTY BANK,28-Mar-24,46827.85,47440.45,46827.85,47124.6,28-Mar-24,12.7025,13.18,12.26,12.8325,12.7025,0.13,1.02
NIFTY BANK,01-Apr-24,47391.05,47646.8,47373.1,47578.25,01-Apr-24,12.8325,13.3575,12.005,12.0825,12.8325,-0.75,-5.84
NIFTY BANK,02-Apr-24,47490.75,47707.35,47408.55,47545.45,02-Apr-24,12.0825,12.305,11.5975,11.6525,12.0825,-0.43,-3.56
NIFTY BANK,03-Apr-24,47350.25,47676.95,47279.8,47624.25,03-Apr-24,11.6525,11.8275,11.3125,11.3725,11.6525,-0.28,-2.4
NIFTY BANK,04-Apr-24,48086.2,48254.65,47712.7,48060.8,04-Apr-24,11.3725,11.8375,10.86,11.22,11.3725,-0.15,-1.34
NIFTY BANK,05-Apr-24,48104.65,48557.4,47894.5,48493.05,05-Apr-24,11.22,11.6825,11.035,11.3375,11.22,0.12,1.05
NIFTY BANK,08-Apr-24,48586.75,48716.95,48424.65,48581.7,08-Apr-24,11.3375,11.7425,11.1325,11.61,11.3375,0.27,2.4
NIFTY BANK,09-Apr-24,48810.8,48960.75,48568.25,48730.55,09-Apr-24,11.61,11.6125,10.6175,11.355,11.61,-0.25,-2.2
NIFTY BANK,10-Apr-24,48879.55,49057.4,48669.25,48986.6,10-Apr-24,11.355,11.355,10.985,11.1075,11.355,-0.25,-2.18
NIFTY BANK,12-Apr-24,48671.2,48882.65,48477.55,48564.55,12-Apr-24,11.1075,11.605,11.1075,11.5325,11.1075,0.43,3.83
NIFTY BANK,15-Apr-24,48057.5,48255.5,47725.8,47773.25,15-Apr-24,11.5325,12.7375,11.3075,12.4675,11.5325,0.93,8.11
NIFTY BANK,16-Apr-24,47436.7,47609,47316.55,47484.8,16-Apr-24,12.4675,12.925,12.34,12.615,12.4675,0.15,1.18
NIFTY BANK,18-Apr-24,47592.7,47829.75,46982.15,47069.45,18-Apr-24,12.615,13.3875,12.0275,13.04,12.615,0.42,3.37
NIFTY BANK,19-Apr-24,46744.95,47668.7,46579.05,47574.15,19-Apr-24,13.04,14.4125,11.915,13.4575,13.04,0.42,3.2
NIFTY BANK,22-Apr-24,48145.7,48146.3,47628.45,47924.9,22-Apr-24,13.4575,13.4575,12.6125,12.7,13.4575,-0.76,-5.63
NIFTY BANK,23-Apr-24,48299.6,48302.7,47899.3,47970.45,23-Apr-24,12.7,12.7,9.8575,10.195,12.7,-2.5,-19.72
NIFTY BANK,24-Apr-24,48120.9,48246.2,48028.7,48189,24-Apr-24,10.195,11.1325,9.945,10.275,10.195,0.08,0.78
NIFTY BANK,25-Apr-24,47772.65,48625.45,47737.2,48494.95,25-Apr-24,10.275,11.4575,10.26,10.73,10.275,0.46,4.43
NIFTY BANK,26-Apr-24,48660,48679.65,48088.25,48201.05,26-Apr-24,10.73,11.315,10.5875,10.925,10.73,0.2,1.82
NIFTY BANK,29-Apr-24,48359.9,49473.6,48342.7,49424.05,29-Apr-24,10.925,12.4875,10.925,12.235,10.925,1.31,11.99
NIFTY BANK,30-Apr-24,49477.1,49974.75,49249.9,49396.75,30-Apr-24,12.235,13.2125,12.235,12.87,12.235,0.63,5.19
